"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","Level","hcs"
"777",1,1,1,1,4,4,3,1,3,4,3,1,1,1,1,2,1,2,3,1,2,3,3,3,3,2.12,1
"778",2,2,4,4,5,2,1,3,4,3,4,1,5,4,3,5,1,1,5,3,4,4,5,1,1,3.08,1
"779",4,5,2,2,3,3,5,4,5,4,5,3,2,3,4,4,3,2,3,3,2,5,3,4,4,3.48,2
"780",5,5,5,5,5,3,5,5,5,5,5,5,4,3,4,4,3,4,5,3,5,5,2,5,5,4.4,2
"781",3,4,2,2,2,2,3,3,3,2,1,2,2,1,4,2,2,2,2,2,2,2,4,4,2,2.4,1
"782",3,3,3,3,4,1,4,5,4,5,4,2,3,2,3,4,2,2,4,4,2,4,1,4,5,3.24,2
"783",4,3,1,1,5,2,3,3,2,3,2,3,1,2,1,3,1,1,2,2,2,3,1,1,2,2.16,1
"784",1,2,2,4,5,1,5,4,4,2,3,4,1,1,1,3,1,1,4,4,3,2,2,3,4,2.68,1
"785",4,4,4,4,4,4,4,4,3,4,5,5,1,3,4,2,1,4,2,2,1,2,4,4,4,3.32,2
"786",1,1,5,4,5,3,4,3,3,3,3,2,1,4,1,1,1,1,1,1,4,4,1,4,4,2.6,1
"787",5,4,1,4,3,1,3,5,5,4,1,2,1,5,1,2,1,1,3,3,4,4,5,3,4,3,1
"788",4,3,2,3,3,3,4,3,3,4,3,1,3,5,2,3,2,2,5,3,3,3,3,4,1,3,1
"789",3,3,1,1,3,3,3,5,5,3,4,3,1,3,5,4,1,1,3,2,4,4,5,4,4,3.12,1
"790",3,3,3,3,3,1,3,4,3,3,4,2,1,4,5,5,2,2,4,2,3,3,4,3,4,3.08,1
"791",4,3,3,3,3,1,4,4,3,3,3,4,1,3,2,3,2,3,5,2,3,3,4,3,3,3,1
"792",2,3,3,1,5,2,5,3,3,3,1,3,3,5,3,4,2,4,5,1,2,4,2,3,3,3,1
"793",3,1,1,3,5,1,4,3,3,3,3,1,1,5,2,2,2,2,3,1,4,1,1,4,3,2.48,1
"794",3,4,1,1,5,1,4,5,3,1,5,1,1,5,1,5,1,4,5,1,3,4,4,4,4,3.04,1
"795",3,2,1,3,5,1,3,5,3,3,5,1,1,4,3,3,1,1,4,1,4,4,4,3,5,2.92,1
"796",5,5,1,1,4,1,4,4,5,4,4,1,1,5,3,4,1,2,5,1,2,4,2,4,3,3.04,1
"797",3,3,2,4,5,1,4,3,3,5,5,1,1,4,2,4,1,2,2,1,5,4,3,4,4,3.04,1
"798",1,1,5,1,4,1,4,4,4,4,4,3,1,5,5,2,2,3,5,4,4,3,3,4,3,3.2,1
"799",1,4,5,3,5,1,4,4,3,3,5,2,1,5,4,3,2,3,4,2,4,4,3,4,4,3.32,1
"800",2,1,3,2,5,1,4,5,1,4,5,1,1,4,3,3,1,1,5,4,4,4,3,4,4,3,1
"801",5,3,3,2,4,1,3,5,2,2,5,1,1,5,4,2,2,2,4,2,3,5,2,4,4,3.04,2
"802",1,5,4,1,5,1,4,4,4,1,4,1,1,4,4,3,1,1,5,2,3,4,2,4,3,2.88,1
"803",1,4,1,3,4,1,1,5,4,4,5,4,3,4,4,4,2,2,5,4,4,3,4,3,4,3.32,2
"804",3,3,3,3,4,2,4,4,2,3,5,3,2,5,3,3,2,2,5,5,4,2,4,4,3,3.32,1
"805",3,3,1,1,4,1,5,4,4,4,4,5,2,5,4,3,4,2,4,2,4,4,2,4,5,3.36,1
"806",1,4,2,4,5,1,4,5,2,3,5,3,4,5,5,4,2,2,5,5,5,5,4,2,4,3.64,1
"807",1,4,4,3,4,1,4,4,4,5,5,2,1,5,2,2,1,4,5,5,3,4,3,3,4,3.32,1
"808",3,2,3,3,4,1,4,4,4,3,5,1,2,5,4,3,2,2,5,4,5,4,3,3,4,3.32,1
"809",3,5,5,1,3,1,5,4,4,3,4,4,1,4,2,4,5,4,4,2,5,5,4,2,4,3.52,2
"810",3,4,4,1,4,1,3,4,4,4,5,2,1,4,4,3,2,2,5,5,3,5,4,3,4,3.36,1
"811",4,3,3,2,4,2,3,5,4,4,5,2,2,5,4,2,2,2,5,4,3,5,1,4,3,3.32,2
"812",3,5,3,2,5,3,5,4,2,3,4,2,2,3,4,2,2,2,3,3,4,5,2,4,4,3.24,2
"813",5,1,4,5,1,5,4,4,2,4,4,2,2,2,4,4,2,2,2,2,2,2,2,4,4,3,1
"814",1,4,4,3,4,1,4,5,1,2,5,2,4,4,2,3,3,3,5,3,4,2,3,4,4,3.2,1
"815",1,1,3,1,5,1,5,4,1,4,5,1,2,4,4,3,3,3,3,3,3,3,3,2,5,2.92,1
"816",3,2,1,3,4,3,5,4,2,2,5,2,3,5,5,4,1,2,4,5,4,2,2,2,3,3.12,1
"817",3,1,4,5,5,5,5,4,4,5,5,2,2,2,3,2,2,2,2,2,3,5,4,4,4,3.4,1
"818",3,3,3,2,3,4,5,4,1,1,4,1,4,5,2,3,1,2,3,1,1,5,3,3,3,2.8,1
"819",3,5,1,1,4,1,5,4,2,5,5,1,3,5,1,4,1,2,5,4,3,5,2,3,4,3.16,1
"820",5,5,1,5,5,1,5,5,3,3,5,3,1,1,3,5,5,5,3,2,3,5,5,5,5,3.76,2
"821",1,4,5,1,3,1,5,5,1,3,5,1,1,5,4,4,1,1,3,2,4,4,2,1,4,2.84,1
"822",3,2,2,4,4,1,4,5,2,4,5,2,1,4,3,3,3,3,2,3,3,4,5,4,3,3.16,1
"823",1,3,2,3,4,4,3,4,3,3,5,1,2,2,3,3,3,3,4,5,2,4,2,4,3,3.04,2
"824",1,3,3,3,5,2,3,4,2,2,4,2,2,4,4,3,2,1,3,3,4,4,2,4,4,2.96,1
"825",3,4,1,4,1,4,3,4,2,3,2,3,4,4,4,3,3,2,5,4,4,3,5,4,4,3.32,1
"826",3,3,3,3,4,3,3,5,3,1,1,1,1,5,2,3,2,2,4,2,4,2,4,3,2,2.76,1
"827",3,3,3,4,5,1,4,5,4,4,4,2,2,3,2,2,2,3,3,3,4,3,2,5,3,3.16,1
"828",3,4,3,1,5,3,4,5,1,1,2,3,3,4,3,4,2,2,4,3,3,4,2,4,3,3.04,1
"829",3,3,3,2,4,1,4,4,2,2,4,2,2,3,2,2,2,2,2,2,2,5,3,3,3,2.68,1
"830",3,4,3,3,4,3,5,4,3,3,5,1,1,5,4,3,2,2,2,2,4,3,3,4,4,3.2,2
"831",3,3,1,1,4,3,1,4,3,3,4,2,1,3,3,3,2,2,3,2,2,2,2,2,3,2.48,1
"832",2,5,1,4,5,1,5,4,2,3,4,3,2,4,2,2,2,2,5,3,4,3,3,5,3,3.16,1
"833",3,1,3,3,4,3,5,4,1,1,4,1,1,3,3,3,2,1,3,3,2,2,3,2,5,2.64,1
"834",3,3,2,2,4,3,4,5,2,2,3,2,3,3,2,4,2,2,3,3,2,4,1,3,2,2.76,1
"835",3,2,2,3,3,3,3,4,4,3,3,2,4,2,1,1,1,1,3,3,3,1,4,1,4,2.56,1
"836",3,3,3,1,4,3,1,4,3,2,5,3,3,4,2,3,2,2,3,2,2,4,2,3,5,2.88,1
"837",2,2,5,1,5,4,5,4,3,4,4,3,5,3,2,2,2,1,2,2,2,2,3,4,4,3.04,1
"838",3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3.12,1
"839",3,1,3,3,5,3,5,4,3,2,4,2,2,3,3,3,2,1,5,3,4,4,2,3,4,3.08,1
"840",3,4,1,3,4,3,4,4,4,3,4,3,4,4,2,3,2,3,3,3,2,3,4,2,3,3.12,1
"841",3,4,2,4,4,4,2,4,5,4,3,3,3,3,2,2,2,2,3,3,4,5,3,5,5,3.36,2
"842",1,1,4,1,1,1,1,5,4,3,4,2,4,5,1,4,1,1,1,1,2,4,1,5,5,2.52,1
"843",3,5,5,5,4,5,5,5,5,4,2,3,2,2,2,1,2,1,3,5,5,4,1,4,5,3.52,2
"844",3,1,1,5,5,1,4,4,4,4,1,4,2,4,4,2,4,2,1,2,4,4,4,4,2,3.04,2
"845",1,3,4,5,2,1,5,5,3,4,5,2,1,3,3,4,2,2,3,2,4,3,1,3,5,3.04,1
"846",3,1,3,5,5,1,5,5,2,3,2,3,1,2,1,4,3,1,1,1,2,2,2,3,5,2.64,1
"847",3,1,1,5,5,5,5,5,4,5,3,5,4,2,3,4,3,4,4,4,3,3,2,5,5,3.72,2
"848",5,3,1,2,4,2,1,5,5,1,1,5,3,4,1,5,2,3,5,3,3,1,1,3,4,2.92,1
"849",1,1,3,3,4,1,5,3,4,4,4,2,2,2,3,3,1,4,1,3,4,5,3,3,4,2.92,1
"850",4,3,5,4,4,4,4,3,4,4,4,5,5,4,4,4,4,3,2,3,4,5,4,4,3,3.88,2
"851",1,1,5,5,3,1,3,4,3,4,2,2,2,1,3,4,2,2,2,2,2,4,3,5,4,2.8,1
"852",3,4,5,1,5,1,3,4,4,3,2,3,4,3,2,4,2,2,2,4,2,2,2,4,5,3.04,2
"853",5,5,4,1,5,2,1,5,4,4,2,2,1,2,2,2,2,2,4,2,2,2,4,5,5,3,1
"854",4,4,4,1,3,1,3,4,4,2,5,2,4,3,4,4,2,4,4,4,4,4,1,4,4,3.32,2
"855",5,4,4,4,5,1,3,1,2,4,4,4,2,1,2,1,1,2,1,1,2,1,2,5,3,2.6,1
"856",1,5,1,4,5,1,5,5,5,5,5,5,4,5,5,3,3,5,3,5,2,3,4,4,5,3.92,2
"857",5,1,1,5,5,5,4,3,3,4,4,4,4,4,4,4,3,1,1,3,1,5,4,3,4,3.4,2
"858",1,1,2,4,2,2,5,5,4,3,2,5,2,3,4,2,4,3,2,3,3,3,4,5,4,3.12,2
"859",2,5,5,3,5,5,5,4,5,5,5,3,1,5,2,4,2,4,5,3,5,5,3,5,4,4,2
"860",5,1,1,3,5,4,4,3,2,4,4,1,1,3,3,1,1,1,2,3,4,4,4,4,4,2.88,1
"861",1,3,2,2,4,1,5,4,3,2,4,2,1,4,3,4,2,1,3,3,3,4,5,2,4,2.88,1
"862",5,5,5,1,5,2,5,4,2,3,2,2,2,3,2,2,2,4,3,4,2,2,2,4,3,3.04,1
"863",1,4,4,3,5,1,5,4,1,3,5,2,1,2,2,3,1,1,2,1,3,3,4,2,4,2.68,1
"864",5,5,5,5,5,5,5,4,2,4,3,2,2,2,3,3,2,2,3,2,2,4,2,4,4,3.4,2
"865",1,1,1,1,5,3,3,3,2,3,5,1,2,4,4,2,2,2,3,1,4,3,4,3,4,2.68,1
"866",4,5,1,5,4,2,4,4,5,4,4,2,5,2,5,5,2,3,4,5,4,4,2,4,2,3.64,2
"867",1,4,5,3,5,5,4,4,4,4,5,1,3,1,1,1,1,1,2,2,1,5,2,4,5,2.96,1
"868",1,3,3,1,4,2,5,5,2,5,5,2,2,3,3,3,2,1,4,1,2,3,4,3,4,2.92,1
"869",4,5,1,4,5,4,5,5,4,4,4,3,4,5,3,5,2,5,5,4,4,4,3,4,4,4,2
"870",3,1,3,2,4,1,3,4,2,3,4,2,1,3,2,4,2,1,3,1,3,3,4,2,3,2.56,1
"871",3,4,5,4,3,4,3,3,1,4,2,2,3,4,4,4,2,2,3,2,2,2,2,3,5,3.04,1
"872",5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,1,5,1,5,5,5,5,4.28,2
"873",1,3,3,1,1,2,1,3,3,4,4,3,2,5,3,3,3,2,2,2,3,3,3,5,5,2.8,1
"874",3,3,4,4,4,3,5,4,3,4,5,2,2,4,2,4,1,4,4,4,2,1,2,4,5,3.32,2
"875",3,3,1,2,5,5,2,4,4,5,5,2,1,3,3,4,2,2,3,3,2,3,3,5,2,3.08,1
"876",3,4,1,3,4,5,5,4,4,3,2,5,1,3,4,3,3,5,3,4,3,3,3,5,3,3.44,2
"877",1,3,1,3,5,1,4,4,2,5,5,2,1,4,2,3,1,1,3,2,4,3,3,2,4,2.76,1
"878",1,3,1,4,5,1,4,4,2,5,5,3,1,2,5,4,2,2,3,4,4,4,2,2,4,3.08,1
"879",1,3,1,1,5,1,5,4,3,5,5,3,1,2,4,5,2,1,3,4,2,3,5,5,4,3.12,1
"880",1,3,1,3,4,1,5,3,2,2,5,2,1,3,2,4,2,2,2,3,2,2,3,2,5,2.6,1
"881",1,3,1,1,4,1,5,5,3,2,5,1,1,3,1,3,4,1,3,2,4,3,3,3,5,2.72,1
"882",1,3,3,1,4,1,4,3,3,2,5,2,1,4,3,2,2,3,3,2,2,4,3,2,5,2.72,1
"883",1,2,1,3,5,1,3,5,4,4,5,3,2,3,2,2,2,1,3,4,2,4,3,2,3,2.8,1
"884",1,1,4,3,3,1,2,4,3,2,2,2,1,4,2,4,2,2,2,5,3,3,3,2,4,2.6,1
"885",1,3,3,2,4,1,4,4,3,4,4,3,2,3,3,4,3,2,3,3,4,3,4,1,3,2.96,1
"886",3,4,2,4,5,4,5,3,4,3,5,4,1,4,3,3,4,2,4,1,4,4,3,4,2,3.4,2
"887",1,1,4,4,4,3,4,5,4,4,5,2,2,3,5,4,2,1,1,3,3,3,4,2,5,3.16,1
"888",1,1,1,4,4,3,3,3,4,4,5,5,4,3,4,4,3,2,3,2,3,4,5,5,5,3.4,2
"889",4,3,1,3,4,2,4,3,2,3,5,2,3,3,4,3,2,4,3,3,4,1,2,5,4,3.08,1
"890",3,4,1,4,4,1,3,3,4,3,3,4,1,2,4,4,4,2,3,2,2,3,5,4,3,3.04,1
"891",4,3,2,3,3,1,3,2,2,2,2,2,3,4,4,4,2,2,5,3,4,4,3,2,4,2.92,1
"892",1,1,3,1,4,3,1,3,3,4,4,3,2,4,3,4,2,1,3,1,3,2,4,3,4,2.68,1
"893",1,4,1,2,5,1,5,4,5,5,5,3,3,2,5,4,3,1,1,1,3,4,3,3,5,3.16,1
"894",3,1,1,5,4,1,3,5,1,5,4,4,2,4,3,3,3,2,2,4,3,4,3,3,4,3.08,1
"895",1,1,3,3,5,1,4,3,3,5,5,4,2,3,4,4,2,2,2,3,3,3,3,4,5,3.12,1
"896",1,4,2,4,4,1,3,4,4,2,4,4,1,2,5,4,4,1,1,1,2,3,3,2,4,2.8,1
"897",4,4,2,1,3,1,4,3,3,3,4,2,2,3,3,4,2,3,2,4,2,4,3,3,4,2.92,2
"898",1,1,3,1,4,3,4,3,4,2,5,3,2,4,4,4,2,2,3,2,3,4,3,2,4,2.92,1
"899",3,2,1,4,5,1,5,3,4,5,5,4,2,3,4,3,4,2,3,2,3,5,3,4,5,3.4,1
"900",2,3,3,1,4,1,3,3,2,1,5,4,2,4,4,3,2,1,4,4,2,2,4,1,5,2.8,1
"901",1,3,1,1,4,1,4,3,3,3,5,3,3,3,5,5,3,1,1,1,3,3,3,3,5,2.84,1
"902",1,3,4,4,3,1,3,4,2,2,3,2,2,4,3,3,2,2,3,3,3,3,4,3,4,2.84,1
"903",3,1,1,3,4,1,5,5,2,5,5,4,2,3,5,4,3,1,3,3,4,4,3,4,3,3.24,1
"904",1,4,5,3,4,1,5,4,3,2,4,3,2,3,4,4,2,2,3,1,2,3,4,2,3,2.96,1
"905",3,1,3,1,4,1,4,3,3,3,3,4,2,4,2,2,4,2,2,2,2,4,2,2,4,2.68,1
"906",1,1,3,2,4,1,4,3,4,4,5,3,3,3,4,3,3,2,3,3,3,2,3,4,3,2.96,1
"907",4,3,1,1,4,1,3,4,1,4,5,4,3,3,3,3,2,1,3,3,4,3,3,2,5,2.92,1
"908",3,3,2,3,3,3,3,5,4,3,2,3,3,2,4,3,3,5,3,2,4,4,4,3,3,3.2,2
"909",3,1,5,3,3,4,3,3,4,1,2,1,2,4,4,3,2,2,4,5,2,5,2,4,3,3,2
"910",1,1,1,3,4,1,4,4,4,2,5,3,1,3,3,4,3,1,3,3,3,4,3,2,5,2.84,1
"911",2,3,4,2,3,3,3,4,2,3,3,2,2,3,3,2,3,2,3,2,4,3,3,5,2,2.84,1
"912",4,5,2,3,3,2,4,3,2,3,2,4,2,2,1,2,2,2,3,2,2,3,4,3,5,2.8,1
